waist,shoulder,elbow,wrist_angle,wrist_rotate
2.89208,3.77522,3.62624,2.07038,3.10557
2.89208,3.76907,3.62624,2.07038,3.10557
2.89208,3.76447,3.62624,2.07038,3.10557
2.89362,3.75832,3.62624,2.07038,3.10557
2.89362,3.75218,3.62777,2.07038,3.10557
2.89515,3.7445,3.62777,2.07192,3.10557
2.89515,3.73682,3.63084,2.07038,3.10557
2.89669,3.72914,3.63238,2.07038,3.10557
2.89822,3.71992,3.63545,2.07192,3.10557
2.9013,3.71071,3.63852,2.07192,3.10557
2.90283,3.69996,3.64159,2.07192,3.10557
2.9059,3.68921,3.64467,2.07192,3.10557
2.90898,3.67538,3.64927,2.07345,3.10557
2.91205,3.6631,3.65388,2.07652,3.1071
2.91512,3.64927,3.65849,2.07806,3.1071
2.91973,3.63545,3.6631,2.08113,3.1071
2.92433,3.62009,3.6677,2.08267,3.1071
2.92894,3.60473,3.67385,2.08574,3.1071
2.93355,3.58937,3.67999,2.08881,3.1071
2.93816,3.57094,3.68614,2.09342,3.1071
2.9443,3.55405,3.69228,2.09649,3.10864
2.94891,3.53715,3.69842,2.10263,3.11018
2.95505,3.52026,3.7061,2.1057,3.11018
2.9612,3.50336,3.71378,2.11185,3.11171
2.96734,3.4834,3.72146,2.11799,3.11325
2.97348,3.4665,3.72914,2.12414,3.11478
2.97963,3.44654,3.73836,2.13028,3.11632
2.98731,3.42811,3.74604,2.13489,3.11632
2.99498,3.40968,3.75525,2.14103,3.11939
3.00266,3.38971,3.76447,2.14564,3.12093
3.01034,3.36974,3.77522,2.15332,3.12246
3.01649,3.34978,3.78443,2.15793,3.124
3.02417,3.32981,3.79365,2.16407,3.12554
3.03185,3.30984,3.8044,2.17021,3.12554
3.04106,3.2868,3.81361,2.17636,3.12707
3.04874,3.26684,3.82283,2.18404,3.12707
3.05642,3.24534,3.83204,2.19018,3.12707
3.0641,3.2223,3.8428,2.19786,3.12707
3.07332,3.20233,3.85355,2.204,3.12707
3.08099,3.17929,3.86276,2.21322,3.12707
3.09021,3.15779,3.87198,2.2209,3.12707
3.10096,3.13475,3.88273,2.22858,3.12707
3.10864,3.11478,3.89194,2.23626,3.12707
3.11939,3.09175,3.9027,2.24393,3.12707
3.13014,3.06871,3.91345,2.25161,3.12861
3.13936,3.04721,3.9242,2.25929,3.12707
3.14857,3.0257,3.93495,2.26851,3.12861
3.15779,3.0042,3.9457,2.27619,3.12707
